gt_id,report_id,metric_id,industry,sub_industry,gt_disclosure_status,gt_value,gt_page
gt_001305,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_29_Discussion_of_how_pricing_information_for_services,Health Care,Health Care Delivery,partially_disclosed,,7
gt_001306,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_30_Number_of_the_entity's_25_most_common_services_for,Health Care,Health Care Delivery,not_disclosed,,
gt_001307,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_31_Percentage_of_total_services_performed_by_volume,Health Care,Health Care Delivery,not_disclosed,,
gt_001308,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_32_Total_recordable_incident_rate_TRIR_for_a_dire,Health Care,Health Care Delivery,not_disclosed,,
gt_001309,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_33_Total_recordable_incident_rate_TRIR_for_b_cont,Health Care,Health Care Delivery,not_disclosed,,
gt_001310,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_34_1_Voluntary_turnover_rate_for_a_physicians,Health Care,Health Care Delivery,not_disclosed,,
gt_001311,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_35_1_Voluntary_turnover_rate_for_b_non-physician_,Health Care,Health Care Delivery,not_disclosed,,
gt_001312,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_36_1_Voluntary_turnover_rate_for_c_all_other_empl,Health Care,Health Care Delivery,not_disclosed,,
gt_001313,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_37_2_Involuntary_turnover_rate_for_a_physicians,Health Care,Health Care Delivery,not_disclosed,,
gt_001314,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_38_2_Involuntary_turnover_rate_for_b_non-physicia,Health Care,Health Care Delivery,not_disclosed,,
gt_001315,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_39_2_Involuntary_turnover_rate_for_c_all_other_em,Health Care,Health Care Delivery,not_disclosed,,
gt_001316,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_40_Description_of_talent_recruitment_and_retention_ef,Health Care,Health Care Delivery,partially_disclosed,,24
gt_001317,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_41_Description_of_policies_and_practices_to_address:_,Health Care,Health Care Delivery,partially_disclosed,,25
gt_001318,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_42_Total_amount_of_monetary_losses_as_a_result_of_leg,Health Care,Health Care Delivery,not_disclosed,,
gt_001319,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_43_Number_of_1_facilities_by_type,Health Care,Health Care Delivery,not_disclosed,,
gt_001320,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_44_Number_of_2_beds_by_type,Health Care,Health Care Delivery,not_disclosed,,
gt_001321,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_45_Number_of_1_inpatient_admissions,Health Care,Health Care Delivery,not_disclosed,,
gt_001322,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_46_Number_of_2_outpatient_visits,Health Care,Health Care Delivery,not_disclosed,,
gt_001323,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_0_Description_of_how_price_information_for_each_prod,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001324,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_1_Percentage_change_in:_1_weighted_average_list_pr,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001325,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_2_Percentage_change_in:_2_weighted_average_net_pri,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001326,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_3_1_Number_of_recalls_issued,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001327,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_4_2_Total_units_recalled,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001328,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_5_Products_listed_in_any_public_medical_product_safe,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001329,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_6_Number_of_fatalities_associated_with_products,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001330,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_7_Number_of_enforcement_actions_taken_in_response_to,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001331,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_8_Total_amount_of_monetary_losses_as_a_result_of_leg,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001332,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_9_Description_of_code_of_ethics_governing_promotion_,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001333,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_10_Discussion_of_process_to_assess_and_manage_environ,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001334,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_11_Total_amount_of_products_accepted_for_take-back_an,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001335,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_12_Total_amount_of_products_accepted_for_take-back_an,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001336,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_13_Percentage_of_1_entity's_facilities_participatin,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001337,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_14_Percentage_of_2_Tier_1_suppliers'_facilities_par,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001338,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_15_Description_of_efforts_to_maintain_traceability_wi,Health Care,Medical Equipment & Supplies,partially_disclosed,,72
gt_001339,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_16_Description_of_the_management_of_risks_associated_,Health Care,Medical Equipment & Supplies,partially_disclosed,,40
gt_001340,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_17_Total_amount_of_monetary_losses_as_a_result_of_leg,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001341,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_18_Description_of_code_of_ethics_related_to_interacti,Health Care,Medical Equipment & Supplies,partially_disclosed,,81
gt_001342,09e9db8c-998b-46b0-b786-4b61f157e65d,sasb_19_Number_of_units_of_products_category,Health Care,Medical Equipment & Supplies,not_disclosed,,
gt_001343,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_0_Total_energy_consumed,Food & Beverage,Restaurants,not_disclosed,,
gt_001344,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_1_Percentage_of_energy_from_grid_electricity,Food & Beverage,Restaurants,not_disclosed,,
gt_001345,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_2_Percentage_fo_energy_from_renewable_resources,Food & Beverage,Restaurants,not_disclosed,,
gt_001346,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_3_Total_water_withdrawn,Food & Beverage,Restaurants,fully_disclosed,7332,17
gt_001347,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_4_Total_water_consumed,Food & Beverage,Restaurants,fully_disclosed,7332,17
gt_001348,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_5_Percentage_of_total_water_withdrawn_in_regions_wit,Food & Beverage,Restaurants,not_disclosed,,
gt_001349,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_6_Percentage_of_total_water_consumed_in_regions_with,Food & Beverage,Restaurants,not_disclosed,,
gt_001350,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_7_Total_amount_of_waste,Food & Beverage,Restaurants,not_disclosed,,
gt_001351,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_8_Percentage_of_food_waste,Food & Beverage,Restaurants,not_disclosed,,
gt_001352,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_9_Percentage_of_waste_diverted,Food & Beverage,Restaurants,not_disclosed,,
gt_001353,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_10_Total_weight_of_packaging,Food & Beverage,Restaurants,not_disclosed,,
gt_001354,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_11_Percentage_of_packaging_made_from_recycled_or_rene,Food & Beverage,Restaurants,fully_disclosed,90.93,12
gt_001355,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_12_Percentage_of_packaging_that_is_recyclable_reusab,Food & Beverage,Restaurants,not_disclosed,,
gt_001356,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_13_Percentage_of_restaurants_inspected_by_a_food_safe,Food & Beverage,Restaurants,fully_disclosed,100,22
gt_001357,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_14_Percentage_of_restaruants_receiving_critical_viola,Food & Beverage,Restaurants,not_disclosed,,
gt_001358,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_15_Number_of_recalls_issued,Food & Beverage,Restaurants,not_disclosed,,
gt_001359,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_16_Total_amount_of_food_product_recalled,Food & Beverage,Restaurants,not_disclosed,,
gt_001360,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_17_Number_of_confirmed_foodborne_disease_outbreaks,Food & Beverage,Restaurants,not_disclosed,,
gt_001361,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_18_Percentage_of_confirmed_foodborne_disease_outbreak,Food & Beverage,Restaurants,not_disclosed,,
gt_001362,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_19_Percentage_of_meal_options_consistent_with_dietary,Food & Beverage,Restaurants,not_disclosed,,
gt_001363,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_20_Revenue_from_meal_options,Food & Beverage,Restaurants,not_disclosed,,
gt_001364,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_21_Percentage_of_children's_meal_options_consistent_w,Food & Beverage,Restaurants,fully_disclosed,64,24
gt_001365,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_22_Revenue_from_children's_meal_options,Food & Beverage,Restaurants,not_disclosed,,
gt_001366,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_23_Percentage_of_advertising_impressions_made_on_chil,Food & Beverage,Restaurants,not_disclosed,,
gt_001367,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_24_Percentage_made_on_children_promoting_products_tha,Food & Beverage,Restaurants,fully_disclosed,100,24
gt_001368,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_25_Voluntary_turnover_rate_for_restaurant_employees,Food & Beverage,Restaurants,not_disclosed,,
gt_001369,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_26_Involuntary_turnover_rate_for_restaurant_employees,Food & Beverage,Restaurants,not_disclosed,,
gt_001370,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_27_Average_hourly_wage_by_region,Food & Beverage,Restaurants,not_disclosed,,
gt_001371,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_28_Percentage_of_restaurant_employees_earning_minimum,Food & Beverage,Restaurants,not_disclosed,,
gt_001372,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_29_Total_amount_of_monetary_losses_as_a_result_of_leg,Food & Beverage,Restaurants,not_disclosed,,
gt_001373,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_30_Total_amount_of_monetary_losses_as_a_result_of_leg,Food & Beverage,Restaurants,not_disclosed,,
gt_001374,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_31_Percentage_of_food_purchased_that_1_meets_enviro,Food & Beverage,Restaurants,not_disclosed,,
gt_001375,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_32_Percentage_of_food_purchased_that_2_is_certified,Food & Beverage,Restaurants,not_disclosed,,
gt_001376,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_33_Percentage_of_1_eggs_that_originated_from_a_cage,Food & Beverage,Restaurants,not_disclosed,,
gt_001377,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_34_Percentage_of_2_pork_that_was_produced_without_t,Food & Beverage,Restaurants,not_disclosed,,
gt_001378,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_35_Discussion_of_strategy_to_manage_environmental_and,Food & Beverage,Restaurants,partially_disclosed,,7
gt_001379,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_36_Number_of_1_entity-owned_restaurants,Food & Beverage,Restaurants,not_disclosed,,
gt_001380,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_37_Number_of_2_franchise_restaurants,Food & Beverage,Restaurants,not_disclosed,,
gt_001381,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_38_Number_of_employees_at_1_entity-owned_locations,Food & Beverage,Restaurants,not_disclosed,,
gt_001382,ea2ee64e-de07-42e1-86ed-196596d84555,sasb_39_Number_of_employees_at_2_franchise_locations,Food & Beverage,Restaurants,not_disclosed,,
gt_001383,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_0_Fleet_fuel_consumed,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,2434752,44
gt_001384,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_1_Percentage_of_renewable_fleet_fuel,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,72,24
gt_001385,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_2_Operational_energy_consumed,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,10492114,44
gt_001386,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_3_Percentage_of_energy_from_grid_electricity,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001387,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_4_Percentage_of_energy_from_renewable_resources,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,72,24
gt_001388,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_5_Total_water_withdrawn,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,500826,46
gt_001389,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_6_Total_water_consumed,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,37,46
gt_001390,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_7_Percentage_of_total_water_withdrawn_in_regions_wit,Food & Beverage,Non-Alcoholic Beverages,partially_disclosed,,25
gt_001391,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_8_Percentage_of_total_water_consumed_in_regions_with,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001392,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_9_Description_of_water_management_risks_and_discussi,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001393,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_10_Revenue_from_1_zero-_and_low-calorie_or_energy-f,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001394,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_11_Revenue_from_2_no-added-sugar_beverages,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001395,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_12_Revenue_from_3_artificially_sweetened_beverages,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001396,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_13_Discussion_of_the_process_to_identify_and_manage_p,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001397,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_14_Percentage_of_advertising_impressions_1_made_on_,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001398,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_15_Percentage_of_advertising_impressions_2_made_on_,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001399,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_16_Revenue_from_products_labelled_as_1_containing_g,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001400,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_17_Revenue_from_products_labelled_as_2_non-GMO,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001401,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_18_Number_of_incidents_of_non-compliance_with_industr,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001402,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_19_Total_amount_of_monetary_losses_as_a_result_of_leg,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001403,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_20_Total_weight_of_packaging,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,23,28
gt_001404,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_21_Percentage_made_from_recycled_or_renewable_materia,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,27,27
gt_001405,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_22_Percentage_that_is_recyclable_reusable_or_compos,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001406,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_23_Discussion_of_strategies_to_reduce_the_environment,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001407,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_24_Suppliers'_social_and_environmental_responsibility,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,178,48
gt_001408,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_25_Suppliers'_social_and_environmental_responsibility,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,178,48
gt_001409,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_26_Suppliers'_social_and_environmental_responsibility,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,37,48
gt_001410,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_27_Suppliers'_social_and_environmental_responsibility,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001411,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_28_Percentage_of_beverage_ingredients_sourced_from_re,Food & Beverage,Non-Alcoholic Beverages,fully_disclosed,458855,46
gt_001412,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_29_List_of_priority_beverage_ingredients_and_discussi,Food & Beverage,Non-Alcoholic Beverages,partially_disclosed,,15
gt_001413,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_30_Volume_of_products_sold,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001414,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_31_Number_of_production_facilities,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001415,11fc0e9f-9146-44fc-bb91-f41402325ee0,sasb_32_Total_fleet_road_kilometres_travelled,Food & Beverage,Non-Alcoholic Beverages,not_disclosed,,
gt_001416,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_0_1_Total_water_withdrawn,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001417,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_1_2_Total_water_consumed,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001418,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_2_Percentage_of_each_in_regions_with_High_or_Extreme,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001419,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_3_Description_of_water_management_risks_and_discussi,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001420,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_4_Revenue_from_products_that_contain_substances_of_h,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001421,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_5_Discussion_of_process_to_identify_and_manage_emerg,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001422,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_6_Revenue_from_products_designed_with_green_chemistr,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001423,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_7_1_Total_weight_of_packaging,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001424,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_8__2_Percentage_made_from_recycled_or_renewable_ma,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001425,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_9_3_Percentage_that_is_recyclable_reusable_or_com,Consumer Goods,Household & Personal Products,fully_disclosed,78,36
gt_001426,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_10_Discussion_of_strategies_to_reduce_the_environment,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001427,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_11_Amount_of_palm_oil_sourced,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001428,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_12_Percentage_certified_through_the_Roundtable_on_Sus,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001429,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_13_Percentage_certified_through_the_Roundtable_on_Sus,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001430,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_14_Percentage_certified_through_the_Roundtable_on_Sus,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001431,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_15_Percentage_certified_through_the_Roundtable_on_Sus,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001432,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_16_Units_of_products_sold_total_weight_of_products_s,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001433,abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,sasb_17_Number_of_manufacturing_facilities,Consumer Goods,Household & Personal Products,not_disclosed,,
gt_001434,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_0_Average_retail_gas_rate_for_1_residential_custom,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001435,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_1_Average_retail_gas_rate_for_2_commercial_custome,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001436,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_2_Average_retail_gas_rate_for_3_industrial_custome,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001437,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_3_Average_retail_gas_rate_for_4_transportation_ser,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001438,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_4_Number_of_residential_customer_gas_disconnections_,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001439,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_5_Percentage_of_residential_customer_gas_reconnected,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001440,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_6_Discussion_of_impact_of_external_factors_on_custom,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001441,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_7_Customer_gas_savings_from_efficiency_measures_by_,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001442,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_8_Number_of_1_reportable_pipeline_incidents,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001443,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_9_Number_of_2_corrective_actions_received,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001444,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_10_Number_of_3_violations_of_pipeline_safety_statut,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001445,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_11_Percentage_of_distribution_pipeline_that_is_1_ca,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001446,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_12_Percentage_of_distribution_pipeline_that_is_2_un,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001447,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_13_Percentage_of_gas_1_transmission_pipelines_inspe,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001448,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_14_Percentage_of_gas_2_distribution_pipelines_inspe,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001449,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_15_Description_of_efforts_to_manage_the_integrity_of_,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001450,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_16_Number_of_1_residential_customers_served,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001451,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_17_Number_of_2_commercial_customers_served,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001452,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_18_Number_of_3_industrial_customers_served,Infrastructure,Gas Utilities & Distributors,partially_disclosed,,23
gt_001453,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_19_Amount_of_natural_gas_delivered_to:_1_residentia,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001454,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_20_Amount_of_natural_gas_delivered_to:_2_commercial,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001455,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_21_Amount_of_natural_gas_delivered_to:_3_industrial,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001456,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_22_Amount_of_natural_gas_delivered_to:_4_transferre,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001457,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_23_Length_of_gas_1_transmission,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001458,2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,sasb_24_Length_of_gas_2_distribution_pipelines,Infrastructure,Gas Utilities & Distributors,not_disclosed,,
gt_001459,b5ea1eac-abad-4813-b4d6-7819c41f3e99,sasb_0_Total_recordable_incident_rate_TRIR_for_a_dire,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,not_disclosed,,
gt_001460,b5ea1eac-abad-4813-b4d6-7819c41f3e99,sasb_1_Total_recordable_incident_rate_TRIR_for_b_cont,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,not_disclosed,,
gt_001461,b5ea1eac-abad-4813-b4d6-7819c41f3e99,sasb_2_Fatality_rate_for_a_direct_employees,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,not_disclosed,,
gt_001462,b5ea1eac-abad-4813-b4d6-7819c41f3e99,sasb_3_Fatality_rate_for_b_contract_employees,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,not_disclosed,,
gt_001463,b5ea1eac-abad-4813-b4d6-7819c41f3e99,sasb_4_Average_A-weighted_sound_power_level_of_wind_turbi,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,not_disclosed,,
gt_001464,b5ea1eac-abad-4813-b4d6-7819c41f3e99,sasb_5_Backlog_cancellations_associated_with_community_or,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,not_disclosed,,
